Position,"Track Name",Artist,Streams,URL
80,"Love Again","Dua Lipa",1200122,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
81,"Entre Nosotros","Tiago PZK",1186268,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
82,"The Business",Tiësto,1173084,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
83,Miénteme,TINI,1156235,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
84,"Happier Than Ever - Edit","Billie Eilish",1154220,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
85,SEJODIOTO,"KAROL G",1142645,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
86,"Una Nota","J Balvin",1139659,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
87,"Arranhão - Ao Vivo","Henrique & Juliano",1131123,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
88,Freaks,"Surf Curse",1127688,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
89,"Coração Cachorro","Avine Vinny",1124246,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
90,"Astronaut In The Ocean","Masked Wolf",1116452,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
91,Ghost,"Justin Bieber",1104805,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
92,"Wildest Dreams (Taylor's Version)","Taylor Swift",1104139,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
93,"Tiroteo - Remix","Marc Seguí",1095306,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
94,"Ain't Shit","Doja Cat",1093933,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
95,"Pareja Del Año","Sebastian Yatra",1093340,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
96,"lovely (with Khalid)","Billie Eilish",1086018,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
97,"Like I Can","Sam Smith",1081401,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
98,Perfect,"Ed Sheeran",1077480,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
99,"Save Your Tears","The Weeknd",1075032,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
100,"I GUESS I'M IN LOVE","Clinton Kane",1067517,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
101,Savage,aespa,1057817,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36
102,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,1054523,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
103,Believer,"Imagine Dragons",1030920,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
104,XSCAPE,"Don Toliver",1030290,https://open.spotify.com/track/0jNFDcGAXPs5ahngmD5R6n
105,"Dance Monkey","Tones And I",1029348,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
106,"Jugaste y Sufrí","Eslabon Armado",1023156,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
107,"Boyz (feat. Nicki Minaj)","Jesy Nelson",1019672,https://open.spotify.com/track/59nbIJxGb1qkrzbtTomZkL
108,RAPSTAR,"Polo G",1009585,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
109,"Chosen (feat. Ty Dolla $ign)",Blxst,1009046,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
110,"Before You Go","Lewis Capaldi",1003992,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
111,"jealousy, jealousy","Olivia Rodrigo",1003567,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
112,"favorite crime","Olivia Rodrigo",990261,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
113,Loco,"Justin Quiles",988579,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
114,positions,"Ariana Grande",984121,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
115,"Have Mercy",Chlöe,983245,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
116,Circles,"Post Malone",982706,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
117,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",981064,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
118,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",978799,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
119,"Shape of You","Ed Sheeran",977639,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
120,5X,"Don Toliver",975361,https://open.spotify.com/track/2OcbewDrWFNTYRqpSzJBCY
121,LOCO,ITZY,965921,https://open.spotify.com/track/59c0HrzmHfyQs6LgDw5cHe
122,"911 - Remix",Sech,959921,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
123,A-O-K,"Tai Verdes",957375,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
124,"Smells Like Teen Spirit",Nirvana,949284,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
125,"Mon Amour - Remix",zzoilo,948783,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
126,"Bala Love","Mc Anjim",941115,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
127,"Revoada No Colchão","Zé Felipe",937327,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
128,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap,936232,https://open.spotify.com/track/4axxCbc4tWlpqHP5UbJMc3
129,"Heartbreak Anniversary",Giveon,927156,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
130,"Rolling in the Deep",Adele,924408,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
131,"The Real Slim Shady",Eminem,917532,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
132,Yellow,Coldplay,916368,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
133,telepatía,"Kali Uchis",913441,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
134,Classic,MKTO,911142,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
135,"Head & Heart (feat. MNEK)","Joel Corry",909936,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
136,Levitating,"Dua Lipa",909793,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
137,"Ela e Ela","Zé Neto & Cristiano",908669,https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5
138,"Nota de Repúdio - Ao Vivo","Gusttavo Lima",905305,https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6
139,"Way Bigger","Don Toliver",904866,https://open.spotify.com/track/0HNKMJ2EKCaT2EqcCBj1EH
140,Arcade,"Duncan Laurence",903117,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
141,"Bohemian Rhapsody - Remastered 2011",Queen,902449,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
142,"You Right","Doja Cat",894091,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
143,Señorita,"Shawn Mendes",893398,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
144,"double take",dhruv,891359,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
145,"Mr. Brightside","The Killers",887301,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
146,"Gangsta's Paradise",Coolio,886441,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
147,"She Knows (feat. Amber Coffman & Cults)","J. Cole",879279,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
148,"Someone Like You",Adele,878575,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
149,Shallow,"Lady Gaga",876990,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
150,"Talking to the Moon","Bruno Mars",875831,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
151,"Counting Stars",OneRepublic,874563,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
152,Heather,"Conan Gray",874374,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
153,"Daddy Issues","The Neighbourhood",873730,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
154,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",872684,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
155,"The Nights",Avicii,870990,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
156,"you broke me first","Tate McRae",870714,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
157,"No Role Modelz","J. Cole",859710,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
158,"Prada (feat. Lil Tecca)",24kGoldn,859445,https://open.spotify.com/track/4wuMS7NGVbU7hdu94K5icd
159,"El Incomprendido",Farruko,859345,https://open.spotify.com/track/2mL37yB3f3Lfy4iiXV02Qf
160,"Take Me To Church",Hozier,856103,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
161,Riptide,"Vance Joy",854035,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
162,Memories,"Maroon 5",852727,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
163,"Another Love","Tom Odell",848947,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
164,goosebumps,"Travis Scott",848612,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
165,"What You Need","Don Toliver",847718,https://open.spotify.com/track/7iC56CDz8miPDKaH0OEIqS
166,"Without Me",Eminem,845884,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
167,"Hold On","Justin Bieber",845133,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
168,"Sexo Virtual","Rauw Alejandro",843676,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
169,"Every Breath You Take","The Police",839048,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
170,"WITHOUT YOU","The Kid LAROI",838504,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
171,"Poblado - Remix","J Balvin",837823,https://open.spotify.com/track/2K1CQMoG2Dy5nmeOYnhoi8
172,"Está Dañada","Ivan Cornejo",835886,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR
173,"Say You Won't Let Go","James Arthur",835010,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
174,"Dreams - 2004 Remaster","Fleetwood Mac",832564,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
175,"Praise God","Kanye West",828374,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
176,"Roses - Imanbek Remix","SAINt JHN",828127,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
177,Dandelions,"Ruth B.",826932,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
178,"bad guy","Billie Eilish",825040,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
179,"ALMAS GEMELAS","Myke Towers",823796,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
180,"Goosebumps - Remix","Travis Scott",816407,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
181,Thunder,"Gabry Ponte",815425,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
182,"Venom - Remix",Eminem,815372,https://open.spotify.com/track/6kUaRtXf19fu5IQWjmwsEJ
183,"7 rings","Ariana Grande",813804,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
184,"Wake Me Up",Avicii,813615,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
185,Linda,Tokischa,813075,https://open.spotify.com/track/1ahCrpeTt94LL7y1aXw0Y8
186,Moon,"Kanye West",806912,https://open.spotify.com/track/7CC6UbCs4iGsePSzFxYxNn
187,"we fell in love in october","girl in red",803554,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
188,"All of Me","John Legend",803505,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
189,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",802043,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
190,Acapulco,"Jason Derulo",801126,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
191,"You (feat. Travis Scott)","Don Toliver",799162,https://open.spotify.com/track/4qS2KPWvsQzLvRa9oCHw41
192,Run,OneRepublic,796681,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
193,"Meu Pedaço de Pecado","João Gomes",795155,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
194,Guapa,"RAF Camora",794031,https://open.spotify.com/track/5FsV0biZgb8tmQtau5LxKz
195,"Adore You","Harry Styles",793238,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
196,"Love Tonight - David Guetta Remix Edit",Shouse,791698,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
197,"Você Beberia Ou Não Beberia?","Zé Neto & Cristiano",789183,https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5
198,"Champagne Poetry",Drake,787835,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk
199,"Quer Voar",Matuê,786446,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
200,"When We Were Young",Adele,785702,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU
